alpha_values,beta_values,attack_value
-0.318949703407994,0.00947056864525431,1
-0.497501861852029,-0.138193014052128,1
-0.213523286257331,-0.366595496814083,1
0.756337914487754,-1.05170883540911,1
-0.410137334874941,-0.232567931045901,1
0.013767281688009,-0.102688162110165,1
-0.0567996392717003,0.107404918457537,1
-0.530662643230269,0.0275368569566552,1
-0.100534086283841,0.210088937210445,1
0.0262095065217671,-0.0835180370093456,1
-0.0334120856437286,-0.00863458302809894,1
-0.260506285337765,-0.0737988432636278,1
-0.46050680736136,-0.0918725446770919,1
-0.128778956465714,-0.15337261195743,1
0.200439201980151,0.0490846068932835,1
-0.357932636298172,-0.154950256351755,1
-0.365629579215025,-0.152760849392668,1
-0.105752832710282,0.0604300972569727,1
0.023999994627071,0.34720597176459,1
-0.262689219544416,0.0351577968795169,1
-0.363669691008984,0.117796412924578,1
0.398152742786402,-0.142960720427607,1
-0.309657455034158,0.100902506045047,1
-0.346826411179142,-0.085480682774933,1
-0.274213861044558,0.0643777981715528,1
-0.291189421372952,0.0742415387679995,1
0.11159920281055,0.0226489059567458,1
0.680258448204558,0.797172402740232,1
-0.214153462276677,-0.0290824364128923,1
0.401409827906507,0.370868289806249,1
0.0169507723447397,-0.143489003609426,1
-0.265558143228042,-0.151452311630592,1
-0.25884495637954,0.0433525092707694,1
-0.054790167770141,-0.0329581564083949,1
0.0424962344456672,0.0932302703527161,1
-0.128830691341762,0.021553590640788,1
-0.262109799244344,0.0246241846316564,1
-0.403584849418738,0.358305758422249,1
0.132732480130961,0.0612755538407437,1
0.156121251161071,0.0619511540079412,1
0.307897689125662,-0.168217689661082,1
0.443434953191057,0.182936081121159,1
0.255914381604349,0.267560309988633,1
-0.229648215398338,-0.162180580343148,1
0.134255999699155,0.0347331552600869,1
-0.130990832362974,0.141713116907369,1
0.185134930061448,0.117855888952286,1
-0.261782857759845,-0.0808957324641036,1
-0.426077562943965,-0.97474672130773,1
-0.158130857365328,-0.0525528127324735,1
-0.0979593937215473,-0.142035623610449,1
-0.0272108488351486,-0.0393588022062659,1
0.130612122711564,0.0082382192920798,1
-0.151929311610231,1.04440194707473,1
0.0425275510705054,-0.0882718024584281,1
-0.228571391936891,-0.102492272224058,1
0.21054873379564,0.0774803298686478,1
-0.0342727733140751,-0.255800271260294,1
-0.238455052211904,0.0164165338218012,1
0.162601738705669,-0.193829271492123,1
-0.0157386514019697,-0.0733840265587522,1
-0.496242367085332,0.0755699511767739,1
-0.023779035422099,-0.0796973455913897,1
-0.0340229047600549,0.0529117060925065,1
0.00814194324713435,-0.0631657213500947,1
-0.0350834796786692,0.0412539707266726,1
0.366145536756899,-0.0906724864521289,1
-0.130612149840919,0.133944059628458,1
-0.43899035871014,1.03960867450349,1
-0.0962756384746732,0.147664683067224,1
-0.141393634945354,0.0922104106331121,1
-0.0933176189820812,-0.0200807222179291,1
-0.0408730578692824,0.110016181500134,1
0.120762361661385,-0.055028028805941,1
-0.153543016697943,-0.954815270234973,1
-0.248943334160138,0.00363851117597613,1
0.0520775723014533,-0.146923250956902,1
-0.407619936254068,0.275873082505139,1
-0.176608653355357,-0.128733249057158,1
-0.132641418395216,-0.0334910102198006,1
