alpha_values,beta_values,attack_value
-0.316926014429589,0.00306722842254592,0
-0.500504049432327,-0.231554840323014,0
-0.203165337735318,-0.0664013163212576,0
0.756162249819134,-1.06157068569364,0
-0.411178663849361,-0.163285985799936,0
0.0260223737724328,-0.0785099653596939,0
-0.0627615134964441,0.139980567079429,0
-0.529278759777845,-0.0320001660943305,0
-0.0993183968515312,0.182531746928242,0
0.0476356725198543,-0.116310320913854,0
-0.0296298833643656,-0.00993493960616521,0
-0.282261960538698,-0.186784024552269,0
-0.460046083902143,-0.119364120829327,0
-0.131630324282517,-0.173411913974637,0
0.246241740713601,-0.0932247043459533,0
-0.371790289967911,-0.157459656966482,0
-0.353234694681627,-0.169333449318442,0
-0.112438996573053,0.0424486611833632,0
-0.0149728170276995,0.0327721280331059,0
-0.253693954406391,0.0553289558032635,0
-0.360962530181028,0.135178229264898,0
0.403743859669928,-0.160541890867679,0
-0.303938095804347,0.102507026644698,0
-0.343780625465756,0.175271902802601,0
-0.268707003506861,0.0568047841301274,0
-0.285659477454105,0.0497258358582369,0
0.106180744205409,-0.00809511805729279,0
0.16326517662685,0.25150284085217,0
-0.21429435232925,0.0333944418076445,0
0.382383715750249,0.351893587660482,0
0.0278212106856424,-0.0213340365099873,0
-0.276358920040321,-0.142276926160376,0
-0.25099930985261,-0.169909666102842,0
-0.0513691367778237,-0.0444551072794817,0
0.0390515242612735,0.0919998968712719,0
-0.119060766495825,0.0213642436986569,0
-0.261224490159032,0.0909485522254555,0
-0.402659476969383,0.34322680044678,0
0.136431665617093,0.0799181124692336,0
0.162262007976986,0.0586666069923351,0
0.309149969263238,-0.180512523547141,0
0.446589324151022,0.181241667282148,0
0.252648311479001,0.257616898158612,0
-0.23085751350455,-0.172317700576394,0
0.140420294428234,0.0307260137315566,0
-0.12025319762007,0.107809631103041,0
0.184329488323588,0.115343732547555,0
-0.26190612054847,-0.094362175342284,0
-0.426376099358402,-0.970818458839263,0
-0.156912599994933,-0.0507824158378305,0
-0.0979591690453336,-0.132922045467159,0
-0.0160459200844831,-0.0280466440375589,0
0.130612154209734,0.0143722484115413,0
-0.170954148040213,1.0444442904952,0
0.0467164313345232,-0.0871961158220024,0
-0.227613612264008,-0.108927416435767,0
0.21517432692459,0.0827231379868005,0
-0.0346065271384561,-0.239507815303291,0
-0.233083324603766,0.000865501034261085,0
0.149977732547623,-0.195448982587856,0
-0.00540700172629749,-0.0826012737625595,0
-0.487005471753789,0.0864007783608912,0
-0.015094754964212,-0.0623411362410798,0
-0.0364333906906178,0.0458963801434467,0
0.00803270998890815,-0.07127427637206,0
-0.038020623463032,0.0499106511352735,0
0.359183716247748,-0.0837816152108087,0
-0.127822769060377,0.133912610604367,0
-0.43668263518148,1.03968456422725,0
-0.095834848750902,0.133495436723839,0
